neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
Manhattan,SoHo,40.72434,-73.99945,Entire home/apt,900,3,1,2019-07-06,1.0,1,292
Brooklyn,Sunset Park,40.65992,-73.99042,Entire home/apt,127,180,1,2016-09-01,0.03,1,365
Manhattan,Upper West Side,40.79613,-73.96658,Private room,60,2,23,2017-02-21,0.62,1,0
Brooklyn,Bensonhurst,40.61767,-73.99176,Private room,42,8,26,2019-06-06,1.04,1,43
Manhattan,Upper East Side,40.7766,-73.94862,Entire home/apt,275,30,17,2019-05-12,0.79,1,196
Manhattan,Midtown,40.74223,-73.98286,Entire home/apt,299,1,32,2019-07-07,4.4,2,264
Brooklyn,Bushwick,40.6954,-73.92596,Private room,54,2,7,2018-11-09,0.54,1,90
Brooklyn,Sunset Park,40.63974,-74.01944,Private room,41,5,81,2018-07-22,2.18,4,0
Queens,Astoria,40.76422,-73.92491,Private room,88,5,7,2017-06-22,0.22,1,0
Manhattan,Kips Bay,40.74361,-73.97677,Entire home/apt,150,2,120,2019-07-01,3.25,1,29
Manhattan,East Village,40.72948,-73.98885,Entire home/apt,450,1,1,2016-03-27,0.03,1,0
Brooklyn,Crown Heights,40.67426,-73.93968,Entire home/apt,70,2,2,2016-06-04,0.05,1,0
Manhattan,Chelsea,40.74563,-73.99325,Private room,90,3,6,2019-06-03,0.1,1,11
Brooklyn,Carroll Gardens,40.67615,-74.00004,Private room,80,3,47,2019-05-13,1.4,1,308
Brooklyn,Clinton Hill,40.69462,-73.97006,Private room,36,28,2,2019-03-25,0.46,1,0
Brooklyn,Canarsie,40.63761,-73.89339,Private room,55,2,32,2019-05-27,1.84,3,76
Queens,Woodside,40.75593,-73.90268,Private room,425,1,11,2018-03-01,0.58,2,0
Manhattan,Harlem,40.82203,-73.95612,Private room,50,30,77,2019-06-02,3.26,2,190
Brooklyn,Bedford-Stuyvesant,40.68898,-73.94756,Private room,53,1,59,2018-03-02,1.9,1,188
Bronx,Parkchester,40.8298,-73.87715,Private room,40,2,62,2019-06-24,2.38,4,44
Brooklyn,Park Slope,40.67376,-73.98397,Entire home/apt,200,365,4,2018-06-16,0.14,1,173
Manhattan,West Village,40.73374,-74.00121,Private room,135,2,80,2019-07-03,1.22,1,296
Brooklyn,Gowanus,40.68349,-73.98518,Entire home/apt,150,29,9,2019-05-04,0.27,4,326
Manhattan,NoHo,40.72547,-73.99284,Entire home/apt,185,10,1,2019-05-23,0.64,1,57
Brooklyn,Williamsburg,40.71321,-73.95073,Private room,75,25,3,2019-05-26,0.16,2,161
Manhattan,Upper East Side,40.77107,-73.95517,Entire home/apt,100,30,71,2019-06-25,1.42,3,248
Staten Island,Stapleton,40.6279,-74.08202,Entire home/apt,275,2,11,2019-07-03,3.51,1,182
Brooklyn,Williamsburg,40.70773,-73.9566,Private room,101,2,32,2017-08-19,0.4,1,0
Queens,Cambria Heights,40.68959,-73.73733,Entire home/apt,160,2,5,2019-07-07,4.17,1,151
Manhattan,Washington Heights,40.85719,-73.93048,Private room,35,3,3,2019-06-14,3.0,1,5
Brooklyn,Bushwick,40.69613,-73.93264,Entire home/apt,50,5,2,2018-01-13,0.11,1,0
Manhattan,Harlem,40.83139,-73.94672,Private room,47,2,68,2019-07-06,3.38,3,49
Brooklyn,Clinton Hill,40.68664,-73.95981,Entire home/apt,170,7,3,2016-09-09,0.08,1,0
Manhattan,Two Bridges,40.71217,-73.99483,Private room,75,1,41,2019-06-18,5.97,3,2
Queens,Sunnyside,40.7479,-73.91742,Entire home/apt,125,2,2,2018-01-01,0.11,1,0
Brooklyn,Crown Heights,40.67249,-73.94933,Private room,75,3,1,2017-10-08,0.05,1,0
Brooklyn,Carroll Gardens,40.68112,-73.99296,Entire home/apt,150,4,9,2019-05-18,0.87,1,0
Brooklyn,Williamsburg,40.71846,-73.94489,Private room,95,3,6,2018-04-22,0.3,3,0
Manhattan,Chelsea,40.74922,-73.9968,Private room,99,1,4,2019-07-05,1.5,20,168
Manhattan,Little Italy,40.71801,-73.9984,Entire home/apt,160,1,22,2019-06-19,1.12,2,23
Queens,Flushing,40.75767,-73.83094,Entire home/apt,65,2,84,2019-06-15,3.19,3,119
Manhattan,Upper West Side,40.80063,-73.96936,Private room,91,4,2,2018-12-25,0.19,1,197
Manhattan,Midtown,40.76429,-73.98043,Private room,125,7,17,2019-07-01,0.29,3,309
Brooklyn,Bedford-Stuyvesant,40.68887,-73.95393,Private room,40,1,2,2015-09-03,0.04,1,0
Queens,Sunnyside,40.73997,-73.92655,Shared room,30,3,1,2019-06-20,1.0,12,345
Manhattan,East Village,40.72592,-73.98701,Entire home/apt,600,2,1,2019-05-26,0.68,1,0
Manhattan,West Village,40.73023,-74.00294,Entire home/apt,250,3,28,2019-06-17,1.03,1,51
Brooklyn,Bedford-Stuyvesant,40.68424,-73.93851,Entire home/apt,120,5,2,2018-09-25,0.2,1,301
Manhattan,Upper East Side,40.77602,-73.95062,Entire home/apt,350,3,15,2018-11-25,0.9,1,5
Manhattan,Financial District,40.70631,-74.01225,Entire home/apt,228,2,5,2019-06-16,3.0,327,349
Manhattan,Financial District,40.70726,-74.0106,Entire home/apt,229,2,2,2019-06-23,0.77,327,351
Brooklyn,Borough Park,40.64495,-73.99615,Private room,70,7,2,2019-01-06,0.11,1,0
Brooklyn,Bushwick,40.70342,-73.92829,Private room,70,1,15,2017-01-02,0.45,1,0
Manhattan,Upper West Side,40.79176,-73.96717,Entire home/apt,175,30,1,2018-12-18,0.15,3,3
Manhattan,Hell's Kitchen,40.76157,-73.99278,Entire home/apt,150,1,4,2019-06-28,4.0,1,16
Manhattan,Hell's Kitchen,40.76282,-73.99184,Entire home/apt,275,180,5,2018-07-17,0.27,2,364
Brooklyn,Canarsie,40.64376,-73.90833,Private room,68,2,3,2019-06-02,0.47,3,365
Manhattan,Harlem,40.79943,-73.95376,Entire home/apt,150,3,6,2019-06-03,1.59,1,10
Manhattan,Murray Hill,40.74797,-73.98271,Entire home/apt,345,30,6,2019-05-04,1.13,1,154
Manhattan,Chelsea,40.74672,-74.00187,Entire home/apt,195,6,33,2019-05-20,1.36,1,1
Brooklyn,Prospect Heights,40.68106,-73.97304,Entire home/apt,150,4,1,2019-04-27,0.41,1,63
Brooklyn,Bedford-Stuyvesant,40.68795,-73.95203,Entire home/apt,120,1,6,2016-07-31,0.16,1,0
Staten Island,Graniteville,40.62109,-74.16534,Private room,20,3,80,2019-05-26,0.92,1,226
Manhattan,Harlem,40.80722,-73.95614,Entire home/apt,130,1,2,2017-05-23,0.08,1,0
Bronx,City Island,40.83914,-73.78158,Private room,80,1,6,2019-06-30,1.33,2,358
Manhattan,East Village,40.73182,-73.9845,Private room,195,5,19,2016-11-28,0.37,1,178
Manhattan,Hell's Kitchen,40.76565,-73.98872,Private room,149,1,14,2019-06-25,3.78,5,0
Brooklyn,Bushwick,40.70113,-73.92175,Private room,80,3,3,2019-06-08,2.14,1,0
Queens,Forest Hills,40.71871,-73.8532,Private room,59,3,9,2017-02-19,0.27,1,95
Manhattan,Upper West Side,40.77824,-73.98255,Private room,129,1,30,2019-07-01,4.69,4,49
Brooklyn,Crown Heights,40.67367,-73.9223,Entire home/apt,300,3,33,2019-07-07,2.56,1,292
Manhattan,East Village,40.72833,-73.98118,Private room,70,3,3,2017-06-09,0.11,1,0
Manhattan,Washington Heights,40.84687,-73.94228,Entire home/apt,95,5,2,2017-01-05,0.05,1,0
Brooklyn,Bushwick,40.69467,-73.91444,Entire home/apt,175,4,1,2017-09-04,0.04,1,188
Brooklyn,Bushwick,40.70178,-73.92829,Entire home/apt,98,4,1,2015-09-04,0.02,1,0
Manhattan,Inwood,40.86768,-73.92685,Private room,69,2,41,2019-06-23,1.34,3,180
Manhattan,West Village,40.73186,-74.00329,Private room,160,1,148,2019-06-21,1.83,1,295
Manhattan,Morningside Heights,40.80535,-73.96307,Entire home/apt,140,4,1,2019-05-26,0.68,1,9
Manhattan,Harlem,40.80995,-73.94485,Entire home/apt,102,3,24,2018-01-15,0.96,1,0
Brooklyn,East Flatbush,40.63683,-73.93123,Private room,44,4,24,2019-06-23,1.07,4,87
Brooklyn,South Slope,40.66812,-73.98595,Private room,90,3,3,2019-04-08,0.4,1,5
Manhattan,Upper East Side,40.77098,-73.95034,Entire home/apt,153,1,76,2019-06-23,1.61,1,305
Brooklyn,Bushwick,40.68796,-73.91906,Private room,42,5,70,2019-04-29,0.88,3,236
Brooklyn,Bay Ridge,40.62848,-74.03077,Private room,79,4,12,2019-06-30,0.62,2,175
Queens,Astoria,40.76261,-73.91767,Private room,70,3,2,2019-05-23,0.05,1,23
Manhattan,West Village,40.73626,-74.00181,Entire home/apt,264,2,5,2017-01-01,0.12,1,0
Manhattan,Upper East Side,40.77705,-73.96038,Private room,90,1,4,2019-04-28,0.88,1,0
Manhattan,Chelsea,40.74418,-73.9999,Entire home/apt,162,3,4,2017-12-30,0.18,1,0
Brooklyn,Brighton Beach,40.57859,-73.95962,Entire home/apt,160,2,1,2019-04-29,0.42,1,102
Bronx,Longwood,40.82441,-73.89454,Private room,50,3,61,2019-06-24,2.17,2,22
Staten Island,Oakwood,40.56054,-74.12004,Entire home/apt,130,1,1,2019-06-26,1.0,3,363
Queens,Flushing,40.76333,-73.82879,Private room,35,1,61,2019-05-18,1.72,4,342
Brooklyn,Clinton Hill,40.68943,-73.96635,Private room,85,1,28,2016-03-27,0.53,1,0
Manhattan,Washington Heights,40.85391,-73.93649,Private room,50,3,18,2019-06-23,1.78,1,298
Manhattan,Chinatown,40.71396,-73.99151,Private room,95,1,55,2019-06-16,2.56,2,10
Brooklyn,Bath Beach,40.60551,-74.00129,Private room,100,1,2,2019-06-26,2.0,1,90
Manhattan,Washington Heights,40.83903,-73.94588,Entire home/apt,125,2,2,2019-06-02,1.4,1,321
Manhattan,Chelsea,40.74311,-74.00718,Entire home/apt,275,30,2,2014-10-05,0.03,1,365
Brooklyn,Bushwick,40.69776,-73.90939,Entire home/apt,160,2,31,2018-10-26,0.42,1,0
Brooklyn,Williamsburg,40.71329,-73.96223,Private room,60,2,7,2017-06-12,0.23,5,0
Manhattan,East Harlem,40.79641,-73.94847,Entire home/apt,229,30,6,2019-02-14,0.12,1,61
Manhattan,Upper West Side,40.78004,-73.98314,Entire home/apt,210,2,11,2018-10-07,0.32,1,242
Brooklyn,Bedford-Stuyvesant,40.68675,-73.94497,Private room,40,1,1,2015-07-28,0.02,1,0
Brooklyn,Bedford-Stuyvesant,40.69512,-73.93705,Shared room,32,30,2,2018-08-22,0.15,1,0
Queens,Rockaway Beach,40.58615,-73.81245,Private room,70,27,13,2015-09-21,0.13,1,335
Queens,Briarwood,40.70626,-73.81463,Entire home/apt,44,1,17,2019-06-24,2.23,3,44
Brooklyn,East Flatbush,40.6493,-73.94547,Private room,75,2,30,2019-07-07,1.21,1,104
Manhattan,Chelsea,40.74929,-73.99545,Private room,85,1,113,2019-06-23,3.63,12,360
Brooklyn,Williamsburg,40.71143,-73.94189,Private room,69,1,9,2019-07-04,8.18,3,318
Manhattan,Murray Hill,40.74981,-73.9786,Entire home/apt,198,5,1,2015-09-13,0.02,1,0
Queens,Arverne,40.59029,-73.79032,Entire home/apt,125,1,9,2019-06-24,0.2,1,340
Manhattan,Upper West Side,40.77713,-73.97758,Entire home/apt,325,1,43,2019-06-21,1.12,1,223
Manhattan,Lower East Side,40.71713,-73.98906,Private room,65,1,14,2016-10-01,0.35,1,0
Brooklyn,Bushwick,40.69029,-73.92277,Entire home/apt,60,3,8,2019-01-15,0.49,1,0
Brooklyn,Sunset Park,40.66197,-73.98907,Entire home/apt,100,1,14,2016-07-29,0.38,1,0
Manhattan,Chelsea,40.74192,-73.99978,Private room,135,3,250,2019-07-02,5.36,1,111
Brooklyn,Williamsburg,40.71012,-73.96462,Private room,150,1,39,2019-06-21,1.72,1,266
Manhattan,East Harlem,40.79496,-73.94838,Entire home/apt,140,2,4,2019-06-24,3.64,1,79
Queens,Forest Hills,40.71249,-73.84942,Private room,90,1,31,2018-09-24,0.9,2,1
Brooklyn,Flatbush,40.65258,-73.96343,Entire home/apt,115,3,11,2019-06-05,1.23,1,165
Manhattan,Greenwich Village,40.73103,-74.00141,Entire home/apt,120,27,4,2019-05-06,0.24,1,153
Brooklyn,East New York,40.6762,-73.87936,Entire home/apt,99,3,66,2019-07-01,3.55,1,254
Manhattan,Lower East Side,40.71525,-73.98735,Private room,72,5,17,2019-06-21,5.0,1,49
Manhattan,East Harlem,40.79631,-73.94772,Private room,79,3,28,2017-10-17,0.8,1,0
Brooklyn,Gowanus,40.68338,-73.98927,Entire home/apt,400,6,34,2018-12-30,0.56,1,1
Brooklyn,Bedford-Stuyvesant,40.68675,-73.95865,Entire home/apt,120,5,4,2017-11-25,0.12,1,0
Manhattan,East Village,40.73161,-73.98438,Entire home/apt,220,4,1,2019-03-17,0.26,1,1
Manhattan,West Village,40.72963,-74.0033,Entire home/apt,250,2,11,2019-05-31,2.34,1,0
Brooklyn,Greenpoint,40.72311,-73.94489,Private room,50,2,15,2019-06-14,0.55,2,27
Bronx,Pelham Gardens,40.86143,-73.84556,Entire home/apt,79,2,2,2019-07-06,2.0,2,169
Brooklyn,Bedford-Stuyvesant,40.68463,-73.92996,Private room,89,1,25,2019-07-07,10.56,3,160
Brooklyn,Bedford-Stuyvesant,40.6922,-73.9415,Private room,85,3,8,2019-06-30,0.77,2,63
Brooklyn,Greenpoint,40.72396,-73.95182,Private room,50,5,2,2017-06-20,0.05,1,0
Queens,Queens Village,40.72052,-73.73628,Entire home/apt,69,1,15,2019-06-24,7.63,2,46
Manhattan,Lower East Side,40.72056,-73.98894,Entire home/apt,210,7,1,2019-06-22,1.0,1,306
Brooklyn,Bushwick,40.699,-73.92849,Private room,46,7,26,2019-06-19,0.91,2,0
Manhattan,East Village,40.72372,-73.97984,Entire home/apt,150,2,85,2019-06-30,3.33,1,194
Manhattan,Civic Center,40.71626,-74.00257,Private room,200,4,5,2019-06-06,1.97,1,327
Manhattan,Hell's Kitchen,40.76582,-73.99468,Entire home/apt,300,2,23,2018-09-23,0.32,1,365
Manhattan,Nolita,40.72227,-73.99526,Entire home/apt,130,1,13,2016-10-09,0.26,1,0
Brooklyn,Clinton Hill,40.69374,-73.96727,Entire home/apt,150,4,2,2019-04-24,0.06,2,22
Queens,Astoria,40.76769,-73.92564,Private room,55,1,11,2019-07-07,3.75,2,319
Manhattan,Harlem,40.81708,-73.95059,Private room,215,5,3,2019-06-22,1.84,8,345
Brooklyn,Bedford-Stuyvesant,40.6892,-73.95457,Private room,53,2,121,2019-06-16,3.3,1,348
Queens,Astoria,40.76977,-73.91596,Shared room,45,2,38,2019-07-04,1.6,2,38
Brooklyn,Williamsburg,40.71304,-73.96497,Private room,200,3,5,2017-10-08,0.18,1,0
Bronx,Kingsbridge,40.8801,-73.89709,Private room,46,1,68,2019-06-21,4.89,1,63
Brooklyn,Crown Heights,40.67664,-73.95814,Private room,60,1,15,2016-09-17,0.41,1,0
Brooklyn,Flatlands,40.6316,-73.94559,Entire home/apt,80,1,2,2019-06-02,1.02,1,132
Manhattan,Harlem,40.81961,-73.93937,Private room,43,6,6,2017-12-18,0.12,8,324
Brooklyn,Bushwick,40.69159,-73.90399,Private room,65,2,30,2019-06-13,2.96,5,359
Brooklyn,Flatbush,40.64397,-73.96907,Private room,68,2,64,2019-07-03,3.89,6,177
Brooklyn,South Slope,40.66043,-73.98609,Entire home/apt,139,2,19,2019-05-05,0.78,1,93
Manhattan,Hell's Kitchen,40.76509,-73.99508,Entire home/apt,179,6,1,2019-01-23,0.18,1,3
Manhattan,Hell's Kitchen,40.75888,-73.99102,Entire home/apt,239,2,17,2019-07-04,1.25,1,7
Manhattan,Financial District,40.70706,-74.00442,Private room,99,2,3,2016-07-11,0.08,1,0
Manhattan,Harlem,40.80705,-73.94452,Entire home/apt,175,3,157,2019-06-22,2.46,3,38
Brooklyn,Crown Heights,40.67729,-73.95697,Entire home/apt,146,28,2,2019-05-27,0.77,1,24
Brooklyn,Williamsburg,40.71532,-73.95352,Private room,40,1,1,2016-01-17,0.02,1,0
Brooklyn,Crown Heights,40.67219,-73.95461,Private room,129,30,18,2016-09-26,0.36,3,339
Brooklyn,Prospect Heights,40.67548,-73.96802,Private room,85,2,206,2019-06-18,3.5,2,3
Brooklyn,Bedford-Stuyvesant,40.68586,-73.94837,Private room,55,2,22,2019-05-20,0.26,4,297
Manhattan,Hell's Kitchen,40.76071,-73.99032,Entire home/apt,175,30,4,2019-03-31,0.21,91,138
Manhattan,Upper East Side,40.7817,-73.94613,Private room,85,3,3,2017-08-16,0.09,1,0
Manhattan,Hell's Kitchen,40.76435,-73.9875,Entire home/apt,199,2,35,2019-07-05,4.29,1,200
Brooklyn,Bedford-Stuyvesant,40.68624,-73.9515,Entire home/apt,150,4,2,2018-12-31,0.26,1,0
Brooklyn,Cobble Hill,40.6887,-73.99168,Private room,60,1,2,2018-01-15,0.11,3,0
Brooklyn,Bushwick,40.70382,-73.91456,Entire home/apt,250,2,25,2019-07-01,2.37,2,260
Manhattan,Harlem,40.82484,-73.93913,Private room,55,1,7,2019-06-22,0.55,2,157
Brooklyn,Kensington,40.64277,-73.97296,Private room,60,2,20,2019-01-21,0.42,1,347
Manhattan,Nolita,40.72061,-73.99472,Private room,80,6,3,2016-03-26,0.07,1,0
Brooklyn,Williamsburg,40.71362,-73.95714,Entire home/apt,520,3,1,2019-01-01,0.16,1,24
Brooklyn,Prospect Heights,40.67452,-73.96618,Private room,55,2,4,2019-05-12,0.65,1,0
Manhattan,Chelsea,40.74117,-73.99517,Entire home/apt,349,3,3,2016-11-13,0.07,1,0
Manhattan,Upper East Side,40.77789,-73.95473,Entire home/apt,117,30,1,2019-05-30,0.75,91,311
Brooklyn,Williamsburg,40.70999,-73.94807,Entire home/apt,235,1,57,2019-06-27,7.04,2,228
Brooklyn,Fort Greene,40.68803,-73.973,Entire home/apt,140,2,8,2019-07-07,0.83,1,14
Queens,Elmhurst,40.74247,-73.88949,Private room,55,1,61,2019-05-31,2.66,7,57
Brooklyn,Park Slope,40.66884,-73.97575,Private room,180,3,192,2019-06-29,3.2,1,60
Brooklyn,Bedford-Stuyvesant,40.67996,-73.94085,Private room,50,2,1,2018-04-16,0.07,3,0
Manhattan,Hell's Kitchen,40.76374,-73.98844,Entire home/apt,450,1,1,2019-06-27,1.0,2,360
Manhattan,Lower East Side,40.71806,-73.99222,Entire home/apt,300,3,25,2019-06-24,0.58,3,0
Brooklyn,Bedford-Stuyvesant,40.67837,-73.91871,Entire home/apt,60,2,5,2019-06-30,1.53,1,0
Brooklyn,Williamsburg,40.71925,-73.94293,Entire home/apt,94,7,1,2019-05-17,0.57,1,0
Queens,Ridgewood,40.70141,-73.90291,Entire home/apt,170,18,14,2019-01-05,0.64,2,141
Manhattan,Morningside Heights,40.80414,-73.96498,Entire home/apt,145,1,23,2019-07-05,1.37,1,3
Manhattan,Upper West Side,40.7939,-73.97485,Entire home/apt,290,7,1,2016-09-22,0.03,1,0
Brooklyn,Greenpoint,40.72509,-73.95418,Private room,92,6,48,2019-06-30,2.31,1,43
Manhattan,Hell's Kitchen,40.76276,-73.9895,Entire home/apt,450,4,8,2019-06-21,8.0,1,66
Brooklyn,Crown Heights,40.67243,-73.94977,Entire home/apt,600,3,24,2019-07-01,2.27,1,139
Brooklyn,Williamsburg,40.71126,-73.94917,Private room,55,2,26,2019-06-29,5.1,1,156
Brooklyn,Crown Heights,40.67163,-73.93399,Private room,31,30,7,2019-06-23,0.36,1,302
Manhattan,Battery Park City,40.71728,-74.01511,Private room,100,1,5,2018-09-06,0.45,1,0
Queens,Astoria,40.75593,-73.92584,Private room,63,2,8,2017-08-21,0.31,1,0
Brooklyn,Sheepshead Bay,40.58615,-73.94784,Private room,59,1,13,2018-07-30,0.38,1,332
Brooklyn,Bushwick,40.6998,-73.93265,Private room,35,10,20,2018-02-01,0.34,1,0
Manhattan,Upper West Side,40.8037,-73.96803,Entire home/apt,374,1,31,2017-03-31,0.69,5,188
Manhattan,West Village,40.73144,-74.00388,Entire home/apt,150,2,3,2018-08-12,0.16,2,0
Manhattan,Chelsea,40.74751,-73.99483,Private room,85,1,165,2019-06-24,3.96,12,338
Brooklyn,Bedford-Stuyvesant,40.69567,-73.93431,Private room,45,1,1,2019-07-01,1.0,2,362
Brooklyn,Greenpoint,40.72595,-73.95298,Entire home/apt,116,29,22,2019-03-15,0.23,1,335
Brooklyn,Williamsburg,40.71608,-73.94557,Private room,200,5,23,2019-07-02,1.18,3,42
Brooklyn,Bedford-Stuyvesant,40.67945,-73.90842,Private room,40,2,20,2019-04-28,1.28,3,3
Manhattan,Greenwich Village,40.72863,-74.00137,Entire home/apt,200,4,11,2017-05-20,0.14,1,259
Queens,Ditmars Steinway,40.77839,-73.90866,Private room,100,2,1,2017-12-20,0.05,1,0
Brooklyn,Williamsburg,40.71787,-73.9587,Entire home/apt,125,3,17,2019-06-30,1.1,1,14
Manhattan,Inwood,40.86076,-73.92781,Entire home/apt,100,4,41,2019-07-02,1.11,2,100
Brooklyn,Bedford-Stuyvesant,40.69309,-73.94987,Entire home/apt,139,5,13,2019-05-01,0.48,1,0
Brooklyn,Williamsburg,40.70516,-73.95455,Private room,120,14,76,2019-03-31,0.76,6,343
Brooklyn,Prospect-Lefferts Gardens,40.65945,-73.96145,Private room,55,1,32,2019-07-05,3.81,1,0
Brooklyn,Williamsburg,40.71281,-73.9657,Entire home/apt,200,2,3,2018-08-30,0.1,1,16
Manhattan,East Village,40.72886,-73.98036,Entire home/apt,137,7,6,2016-03-25,0.11,1,0
Manhattan,East Harlem,40.8136,-73.93606,Entire home/apt,150,2,39,2019-05-27,1.48,1,0
Brooklyn,Bedford-Stuyvesant,40.69526,-73.95155,Private room,90,30,28,2019-07-07,2.37,3,320
Brooklyn,Bushwick,40.7077,-73.92212,Private room,69,30,51,2017-05-24,0.67,1,7
Manhattan,Chelsea,40.74461,-74.00172,Entire home/apt,140,5,50,2019-06-13,0.91,1,328
Queens,Rego Park,40.72651,-73.86173,Entire home/apt,40,1,101,2019-06-20,3.47,2,74
Manhattan,Greenwich Village,40.72848,-74.0012,Entire home/apt,200,4,18,2019-07-01,1.42,1,5
Manhattan,Lower East Side,40.71026,-73.98738,Private room,80,1,11,2018-07-13,0.85,1,0
Brooklyn,Bedford-Stuyvesant,40.68762,-73.95604,Private room,49,7,13,2019-05-21,0.36,1,0
Brooklyn,Cypress Hills,40.68139,-73.89034,Private room,55,2,7,2016-08-29,0.2,1,0
Brooklyn,Bedford-Stuyvesant,40.69297,-73.95158,Private room,46,3,6,2017-09-05,0.24,1,0
Bronx,Throgs Neck,40.82257,-73.83773,Entire home/apt,100,2,23,2019-06-03,1.84,1,89
Queens,Queens Village,40.70359,-73.74859,Private room,38,2,14,2019-04-27,2.71,4,6
Manhattan,Midtown,40.7588,-73.96611,Entire home/apt,260,30,1,2018-05-25,0.07,87,341
Brooklyn,Bensonhurst,40.61336,-73.9857,Private room,35,3,11,2019-06-08,0.38,2,79
Brooklyn,Brooklyn Heights,40.69271,-73.99365,Entire home/apt,135,4,5,2016-05-16,0.06,1,0
Brooklyn,Bedford-Stuyvesant,40.68989,-73.93747,Private room,60,1,21,2019-06-26,0.95,2,82
Queens,Far Rockaway,40.59594,-73.75492,Private room,38,30,5,2017-05-13,0.1,43,312
Manhattan,Hell's Kitchen,40.75531,-73.99293,Private room,69,2,289,2019-06-09,2.49,2,294
Manhattan,Tribeca,40.7192,-74.01022,Entire home/apt,251,1,12,2017-05-28,0.43,1,0
Brooklyn,Greenpoint,40.72811,-73.94925,Private room,95,4,1,2015-10-28,0.02,1,0
Manhattan,Upper East Side,40.77382,-73.9535,Entire home/apt,160,2,6,2019-07-01,0.95,1,11
Brooklyn,Bensonhurst,40.61112,-74.00028,Entire home/apt,145,2,207,2019-07-02,4.26,1,287
Brooklyn,Bedford-Stuyvesant,40.68353,-73.93478,Entire home/apt,150,5,1,2016-07-19,0.03,1,0
Manhattan,Kips Bay,40.74166,-73.97811,Private room,65,5,39,2019-01-18,0.55,1,318
Brooklyn,Flatbush,40.64117,-73.96038,Entire home/apt,99,1,3,2016-05-20,0.08,1,0
Brooklyn,Bushwick,40.69279,-73.91423,Entire home/apt,110,2,21,2019-06-08,2.96,1,13
Manhattan,Lower East Side,40.71876,-73.98394,Entire home/apt,150,3,286,2019-06-27,2.81,1,191
Brooklyn,Prospect Heights,40.67977,-73.96882,Entire home/apt,249,3,1,2019-07-06,1.0,1,89
Bronx,Schuylerville,40.84034,-73.83007,Shared room,20,1,116,2019-01-28,4.09,1,5
Manhattan,East Village,40.72454,-73.97573,Private room,80,3,2,2018-01-25,0.11,1,0
Brooklyn,Bedford-Stuyvesant,40.69461,-73.93406,Private room,86,3,91,2019-07-02,1.99,7,20
Brooklyn,Bushwick,40.70073,-73.91714,Private room,35,1,6,2018-04-21,0.37,1,0
Queens,Ridgewood,40.70777,-73.898,Entire home/apt,100,3,27,2018-08-27,0.63,1,107
Brooklyn,Greenpoint,40.72418,-73.94757,Private room,59,1,2,2015-06-02,0.04,1,0
Brooklyn,Bedford-Stuyvesant,40.67966,-73.93045,Private room,65,1,70,2019-06-24,4.9,2,291
Brooklyn,Bedford-Stuyvesant,40.69317,-73.93003,Private room,45,1,42,2019-07-01,3.19,3,106
Manhattan,Harlem,40.80419,-73.95473,Private room,125,1,19,2018-11-11,0.8,2,0
Brooklyn,Gowanus,40.67302,-73.98756,Entire home/apt,138,3,106,2019-06-07,1.22,1,189
Brooklyn,Sheepshead Bay,40.59338,-73.9579,Private room,50,2,82,2019-06-23,2.79,3,35
Manhattan,SoHo,40.72337,-73.99724,Entire home/apt,195,2,60,2019-06-24,1.18,1,16
Queens,Sunnyside,40.7364,-73.91923,Private room,90,1,36,2019-06-13,0.99,8,346
Brooklyn,Park Slope,40.6669,-73.97827,Entire home/apt,250,2,1,2016-09-11,0.03,1,0
Brooklyn,Bushwick,40.69979,-73.93158,Entire home/apt,130,3,4,2019-06-09,0.63,1,6
Manhattan,Financial District,40.70772,-74.01489,Private room,220,1,1,2019-05-21,0.6,4,365
Brooklyn,Bushwick,40.69701,-73.93002,Entire home/apt,100,12,1,2019-01-06,0.16,2,0
Manhattan,Murray Hill,40.74811,-73.97868,Entire home/apt,190,30,1,2019-05-30,0.73,87,365
Brooklyn,South Slope,40.66459,-73.98553,Entire home/apt,260,2,6,2019-06-30,0.4,1,1
Staten Island,Prince's Bay,40.52293,-74.21238,Entire home/apt,85,2,8,2019-06-24,3.33,1,66
Brooklyn,Greenpoint,40.73159,-73.95713,Entire home/apt,181,1,35,2019-06-13,4.12,1,37
Brooklyn,Crown Heights,40.67102,-73.93999,Private room,45,14,10,2019-06-07,0.42,3,322
Manhattan,Upper West Side,40.77685,-73.9771,Entire home/apt,300,30,5,2019-06-14,0.12,1,263
Brooklyn,Bedford-Stuyvesant,40.67953,-73.95136,Private room,150,7,12,2018-08-26,0.25,1,0
Queens,Astoria,40.75823,-73.90881,Private room,60,1,49,2019-02-04,1.13,2,0
Brooklyn,Bedford-Stuyvesant,40.68237,-73.91977,Private room,50,1,123,2019-03-17,2.95,4,349
Manhattan,Lower East Side,40.72019,-73.99297,Entire home/apt,150,2,3,2017-09-15,0.13,1,0
Manhattan,Upper West Side,40.77323,-73.98014,Private room,100,3,172,2019-07-01,2.93,1,214
Brooklyn,Bedford-Stuyvesant,40.68141,-73.95841,Entire home/apt,400,7,9,2019-01-02,0.2,2,365
Queens,Sunnyside,40.74059,-73.91985,Private room,79,3,23,2018-08-31,0.4,1,88
